#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>Definitive 5minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/OMNI/HighResolutionObservations/Version1/PT5M
#     CDAWEB_PARENTS                  omni_hro_5min_00000000_v01
#                                     omni_hro_5min_20120101_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time base for time binned measurements, the time is the center time of each bin.
#       NOTES:  times of binned data
#  2. Timeshift (seconds)
#  3. uncertainty of mean of Timeshift
#  4. uncertainty of mean of Timeshift
#  5. Magnitude of avg. field vector (nT) (last currently-available OMNI B-field data Sep 07, 2022)
#  6. uncertainty of mean of Magnitude of avg. field vector
#  7. uncertainty of mean of Magnitude of avg. field vector
#  8. Flow Speed (km/s), GSE
#  9. uncertainty of mean of flow speed, GSE
# 10. uncertainty of mean of flow speed, GSE
# 11. Proton density (n/cc) (last currently-available OMNI plasma data Sep 07, 2022)
# 12. uncertainty of mean of Proton density
# 13. uncertainty of mean of Proton density
# 14. Proton flux >10 MeV (1/(SQcm-ster-s)) (all fluxes from GOES 1986/001-2020/063)
# 15. uncertainty of mean of PROT Flux >10 MEV
# 16. uncertainty of mean of PROT Flux >10 MEV
# 17. Time Binning of Timeshift
# 18. Time Binning of Magnitude of avg. field vector
# 19. Time Binning of flow speed, GSE
# 20. Time Binning of Proton density
# 21. Time Binning of PROT Flux >10 MEV
#
EPOCH_BIN_yyyy-mm-ddThh:mm:ss.sssZ,TIMESHIFT_seconds,TIMESHIFT_CNTS,TIMESHIFT_CNTS,MAG_AVG_B-VECTOR_nT,MAG_AVG_B-VECTOR_CNTS,MAG_AVG_B-VECTOR_CNTS,FLOW_SPEED__GSE_km/s,FLOW_SPEED__GSE_CNTS,FLOW_SPEED__GSE_CNTS,PROTON_DENSITY_n/cc,PROTON_DENSITY_CNTS,PROTON_DENSITY_CNTS,PROTONS>10_MEV_1/(SQcm-ster-s),PROTONS>10_MEV_CNTS,PROTONS>10_MEV_CNTS,#_OF_TIMESHIFT_CNTS,#_OF_MAG_AVG_B-VECTOR_CNTS,#_OF_FLOW_SPEED__GSE_CNTS,#_OF_PROTON_DENSITY_CNTS,#_OF_PROTONS>10_MEV_CNTS
2012-01-01T00:03:00.000Z,999999.00,999999.00,999999.00,2.8750000,9999.9902,9999.9902,368.35001,99999.898,99999.898,6.5650001,999.98999,999.98999,0.13500000,99999.992,99999.992,0.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T00:09:00.000Z,2962.0000,999999.00,999999.00,3.5699999,9999.9902,9999.9902,370.50000,99999.898,99999.898,6.7300000,999.98999,999.98999,0.15000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T00:15:00.000Z,3172.0000,999999.00,999999.00,3.8900001,9999.9902,9999.9902,370.70001,99999.898,99999.898,7.1100001,999.98999,999.98999,0.12000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T00:21:00.000Z,3051.0000,999999.00,999999.00,4.2900000,9999.9902,9999.9902,371.89999,99999.898,99999.898,6.4400001,999.98999,999.98999,0.13000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T00:27:00.000Z,3247.0000,999999.00,999999.00,4.3200002,9999.9902,9999.9902,376.89999,99999.898,99999.898,7.5300002,999.98999,999.98999,0.12000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T00:33:00.000Z,3275.0000,999999.00,999999.00,4.3750000,9999.9902,9999.9902,381.39999,99999.898,99999.898,8.8049998,999.98999,999.98999,0.15500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T00:39:00.000Z,3263.0000,999999.00,999999.00,4.9699998,9999.9902,9999.9902,378.10001,99999.898,99999.898,8.2700005,999.98999,999.98999,0.23000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T00:45:00.000Z,3540.0000,999999.00,999999.00,4.9600000,9999.9902,9999.9902,379.60001,99999.898,99999.898,8.5400000,999.98999,999.98999,0.18000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T00:51:00.000Z,2731.0000,999999.00,999999.00,5.2800002,9999.9902,9999.9902,382.10001,99999.898,99999.898,8.2600002,999.98999,999.98999,0.18000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T00:57:00.000Z,2678.0000,999999.00,999999.00,5.1799998,9999.9902,9999.9902,381.60001,99999.898,99999.898,7.9499998,999.98999,999.98999,0.11000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T01:03:00.000Z,2699.0000,999999.00,999999.00,4.5550001,9999.9902,9999.9902,380.15001,99999.898,99999.898,8.5250001,999.98999,999.98999,0.16500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T01:09:00.000Z,2787.0000,999999.00,999999.00,4.4699998,9999.9902,9999.9902,380.50000,99999.898,99999.898,8.3999996,999.98999,999.98999,0.16000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T01:15:00.000Z,2923.0000,999999.00,999999.00,4.3600001,9999.9902,9999.9902,381.60001,99999.898,99999.898,8.4899998,999.98999,999.98999,0.16000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T01:21:00.000Z,2940.0000,999999.00,999999.00,4.1500001,9999.9902,9999.9902,382.60001,99999.898,99999.898,8.8999996,999.98999,999.98999,0.18000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T01:27:00.000Z,2996.0000,999999.00,999999.00,4.0500002,9999.9902,9999.9902,383.50000,99999.898,99999.898,9.3000002,999.98999,999.98999,0.20000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T01:33:00.000Z,3107.0000,999999.00,999999.00,4.1250000,9999.9902,9999.9902,382.45000,99999.898,99999.898,9.1100001,999.98999,999.98999,0.12000000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T01:39:00.000Z,3155.0000,999999.00,999999.00,4.5000000,9999.9902,9999.9902,379.79999,99999.898,99999.898,8.8900003,999.98999,999.98999,0.13000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T01:45:00.000Z,3096.0000,999999.00,999999.00,4.4400001,9999.9902,9999.9902,379.10001,99999.898,99999.898,8.8100004,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T01:51:00.000Z,2974.0000,999999.00,999999.00,4.9400001,9999.9902,9999.9902,379.29999,99999.898,99999.898,8.0299997,999.98999,999.98999,0.15000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T01:57:00.000Z,3094.0000,999999.00,999999.00,4.8099999,9999.9902,9999.9902,387.79999,99999.898,99999.898,8.0600004,999.98999,999.98999,0.12000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T02:03:00.000Z,3254.5000,999999.00,999999.00,4.9600000,9999.9902,9999.9902,385.80000,99999.898,99999.898,7.7750001,999.98999,999.98999,0.14000000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T02:09:00.000Z,3471.0000,999999.00,999999.00,5.4200001,9999.9902,9999.9902,382.00000,99999.898,99999.898,6.9699998,999.98999,999.98999,0.13000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T02:15:00.000Z,3652.0000,999999.00,999999.00,5.5900002,9999.9902,9999.9902,379.00000,99999.898,99999.898,7.0400000,999.98999,999.98999,0.20000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T02:21:00.000Z,3745.0000,999999.00,999999.00,5.5799999,9999.9902,9999.9902,379.79999,99999.898,99999.898,6.9200001,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T02:27:00.000Z,3575.0000,999999.00,999999.00,5.5900002,9999.9902,9999.9902,378.89999,99999.898,99999.898,6.9200001,999.98999,999.98999,0.16000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T02:33:00.000Z,3564.5000,999999.00,999999.00,5.4400001,9999.9902,9999.9902,380.90001,99999.898,99999.898,7.3799999,999.98999,999.98999,0.19500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T02:39:00.000Z,3447.0000,999999.00,999999.00,5.8000002,9999.9902,9999.9902,380.20001,99999.898,99999.898,7.0900002,999.98999,999.98999,0.18000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T02:45:00.000Z,3539.0000,999999.00,999999.00,6.1799998,9999.9902,9999.9902,380.29999,99999.898,99999.898,6.8400002,999.98999,999.98999,0.16000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T02:51:00.000Z,3699.0000,999999.00,999999.00,6.0000000,9999.9902,9999.9902,380.60001,99999.898,99999.898,7.2600002,999.98999,999.98999,0.20999999,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T02:57:00.000Z,3739.0000,999999.00,999999.00,5.9499998,9999.9902,9999.9902,378.60001,99999.898,99999.898,7.5000000,999.98999,999.98999,0.18000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T03:03:00.000Z,3806.5000,999999.00,999999.00,5.4900000,9999.9902,9999.9902,372.39999,99999.898,99999.898,8.1350002,999.98999,999.98999,0.14500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T03:09:00.000Z,3994.0000,999999.00,999999.00,5.3099999,9999.9902,9999.9902,372.60001,99999.898,99999.898,7.9000001,999.98999,999.98999,0.17000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T03:15:00.000Z,3969.0000,999999.00,999999.00,5.3800001,9999.9902,9999.9902,369.70001,99999.898,99999.898,7.4800000,999.98999,999.98999,0.12000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T03:21:00.000Z,3880.0000,999999.00,999999.00,5.2300000,9999.9902,9999.9902,368.60001,99999.898,99999.898,7.5300002,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T03:27:00.000Z,3762.0000,999999.00,999999.00,5.2800002,9999.9902,9999.9902,367.79999,99999.898,99999.898,7.1599998,999.98999,999.98999,0.16000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T03:33:00.000Z,3618.0000,999999.00,999999.00,5.4449999,9999.9902,9999.9902,369.50000,99999.898,99999.898,6.7650001,999.98999,999.98999,0.15500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T03:39:00.000Z,3545.0000,999999.00,999999.00,5.1700001,9999.9902,9999.9902,377.39999,99999.898,99999.898,7.6799998,999.98999,999.98999,0.11000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T03:45:00.000Z,3337.0000,999999.00,999999.00,4.9000001,9999.9902,9999.9902,379.00000,99999.898,99999.898,7.2900000,999.98999,999.98999,0.15000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T03:51:00.000Z,3145.0000,999999.00,999999.00,4.6100001,9999.9902,9999.9902,373.20001,99999.898,99999.898,7.5300002,999.98999,999.98999,0.15000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T03:57:00.000Z,3115.0000,999999.00,999999.00,4.6999998,9999.9902,9999.9902,370.50000,99999.898,99999.898,7.6500001,999.98999,999.98999,0.11000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T04:03:00.000Z,3238.0000,999999.00,999999.00,5.0200002,9999.9902,9999.9902,366.85001,99999.898,99999.898,6.8650000,999.98999,999.98999,0.18000000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T04:09:00.000Z,3329.0000,999999.00,999999.00,5.0400000,9999.9902,9999.9902,366.89999,99999.898,99999.898,6.7600002,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T04:15:00.000Z,3394.0000,999999.00,999999.00,4.8499999,9999.9902,9999.9902,366.79999,99999.898,99999.898,6.9600000,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T04:21:00.000Z,3486.0000,999999.00,999999.00,4.8400002,9999.9902,9999.9902,368.10001,99999.898,99999.898,7.0200000,999.98999,999.98999,0.11000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T04:27:00.000Z,3485.0000,999999.00,999999.00,4.8800001,9999.9902,9999.9902,367.60001,99999.898,99999.898,7.0900002,999.98999,999.98999,0.19000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T04:33:00.000Z,3255.5000,999999.00,999999.00,4.4100001,9999.9902,9999.9902,374.60001,99999.898,99999.898,7.3000000,999.98999,999.98999,0.16500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T04:39:00.000Z,3126.0000,999999.00,999999.00,4.1199999,9999.9902,9999.9902,376.79999,99999.898,99999.898,7.5000000,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T04:45:00.000Z,3324.0000,999999.00,999999.00,4.0999999,9999.9902,9999.9902,374.89999,99999.898,99999.898,8.3000002,999.98999,999.98999,0.15000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T04:51:00.000Z,3548.0000,999999.00,999999.00,4.1300001,9999.9902,9999.9902,374.89999,99999.898,99999.898,7.9200001,999.98999,999.98999,0.11000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T04:57:00.000Z,3734.0000,999999.00,999999.00,4.8099999,9999.9902,9999.9902,370.70001,99999.898,99999.898,7.6199999,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T05:03:00.000Z,3985.5000,999999.00,999999.00,3.9850001,9999.9902,9999.9902,372.15001,99999.898,99999.898,7.6849999,999.98999,999.98999,0.15000000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T05:09:00.000Z,4205.0000,999999.00,999999.00,4.0100002,9999.9902,9999.9902,371.79999,99999.898,99999.898,7.2600002,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T05:15:00.000Z,4197.0000,999999.00,999999.00,4.1500001,9999.9902,9999.9902,371.70001,99999.898,99999.898,7.5500002,999.98999,999.98999,0.11000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T05:21:00.000Z,4146.0000,999999.00,999999.00,4.4499998,9999.9902,9999.9902,372.79999,99999.898,99999.898,7.2100000,999.98999,999.98999,0.18000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T05:27:00.000Z,4109.0000,999999.00,999999.00,4.4899998,9999.9902,9999.9902,370.70001,99999.898,99999.898,7.6799998,999.98999,999.98999,0.20000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T05:33:00.000Z,4109.5000,999999.00,999999.00,4.6450000,9999.9902,9999.9902,371.80000,99999.898,99999.898,7.2750001,999.98999,999.98999,0.16000000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T05:39:00.000Z,4345.0000,999999.00,999999.00,4.6999998,9999.9902,9999.9902,367.39999,99999.898,99999.898,7.1599998,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T05:45:00.000Z,4364.0000,999999.00,999999.00,4.7800002,9999.9902,9999.9902,370.79999,99999.898,99999.898,7.0400000,999.98999,999.98999,0.16000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T05:51:00.000Z,4386.0000,999999.00,999999.00,5.2500000,9999.9902,9999.9902,368.00000,99999.898,99999.898,6.5900002,999.98999,999.98999,0.18000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T05:57:00.000Z,4443.0000,999999.00,999999.00,5.0100002,9999.9902,9999.9902,368.70001,99999.898,99999.898,6.7900000,999.98999,999.98999,0.18000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T06:03:00.000Z,4170.0000,999999.00,999999.00,4.8000000,9999.9902,9999.9902,368.09999,99999.898,99999.898,6.9400001,999.98999,999.98999,0.20500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T06:09:00.000Z,4031.0000,999999.00,999999.00,4.6799998,9999.9902,9999.9902,366.79999,99999.898,99999.898,7.5900002,999.98999,999.98999,0.19000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T06:15:00.000Z,3995.0000,999999.00,999999.00,4.5300002,9999.9902,9999.9902,364.70001,99999.898,99999.898,7.5599999,999.98999,999.98999,0.16000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T06:21:00.000Z,4198.0000,999999.00,999999.00,4.5400000,9999.9902,9999.9902,365.10001,99999.898,99999.898,7.5000000,999.98999,999.98999,0.18000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T06:27:00.000Z,4343.0000,999999.00,999999.00,4.5200000,9999.9902,9999.9902,364.70001,99999.898,99999.898,7.6199999,999.98999,999.98999,0.19000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T06:33:00.000Z,4889.0000,999999.00,999999.00,4.3099999,9999.9902,9999.9902,366.79999,99999.898,99999.898,7.5599999,999.98999,999.98999,0.15000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,2.0000000
2012-01-01T06:39:00.000Z,4972.0000,999999.00,999999.00,4.3899999,9999.9902,9999.9902,366.50000,99999.898,99999.898,7.3299999,999.98999,999.98999,0.12000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T06:45:00.000Z,5026.0000,999999.00,999999.00,4.4899998,9999.9902,9999.9902,367.50000,99999.898,99999.898,7.0900002,999.98999,999.98999,0.13000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T06:51:00.000Z,5010.0000,999999.00,999999.00,4.5100002,9999.9902,9999.9902,363.10001,99999.898,99999.898,7.4000001,999.98999,999.98999,0.12000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T06:57:00.000Z,5032.0000,999999.00,999999.00,4.6199999,9999.9902,9999.9902,362.10001,99999.898,99999.898,7.0000000,999.98999,999.98999,0.13000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T07:03:00.000Z,5206.0000,999999.00,999999.00,4.7449999,9999.9902,9999.9902,365.09999,99999.898,99999.898,6.6849999,999.98999,999.98999,0.13000000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T07:09:00.000Z,5186.0000,999999.00,999999.00,4.7100000,9999.9902,9999.9902,366.39999,99999.898,99999.898,6.3600001,999.98999,999.98999,0.19000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T07:15:00.000Z,5191.0000,999999.00,999999.00,4.7800002,9999.9902,9999.9902,366.70001,99999.898,99999.898,6.2800002,999.98999,999.98999,0.19000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T07:21:00.000Z,5206.0000,999999.00,999999.00,4.7600002,9999.9902,9999.9902,365.70001,99999.898,99999.898,6.3000002,999.98999,999.98999,0.12000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T07:27:00.000Z,5249.0000,999999.00,999999.00,4.9899998,9999.9902,9999.9902,365.29999,99999.898,99999.898,6.0900002,999.98999,999.98999,0.20999999,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T07:33:00.000Z,5216.5000,999999.00,999999.00,4.8499999,9999.9902,9999.9902,363.95000,99999.898,99999.898,6.2700000,999.98999,999.98999,0.14500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T07:39:00.000Z,5150.0000,999999.00,999999.00,4.7100000,9999.9902,9999.9902,363.60001,99999.898,99999.898,6.6100001,999.98999,999.98999,0.15000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T07:45:00.000Z,4985.0000,999999.00,999999.00,4.3299999,9999.9902,9999.9902,367.10001,99999.898,99999.898,6.7700000,999.98999,999.98999,0.15000001,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T07:51:00.000Z,4962.0000,999999.00,999999.00,3.9700000,9999.9902,9999.9902,368.00000,99999.898,99999.898,6.9200001,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T07:57:00.000Z,4940.0000,999999.00,999999.00,2.8599999,9999.9902,9999.9902,369.70001,99999.898,99999.898,7.6399999,999.98999,999.98999,0.17000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T08:03:00.000Z,5075.0000,999999.00,999999.00,3.2150000,9999.9902,9999.9902,369.55000,99999.898,99999.898,7.6399999,999.98999,999.98999,0.17500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T08:09:00.000Z,4997.0000,999999.00,999999.00,3.1800001,9999.9902,9999.9902,366.10001,99999.898,99999.898,7.7800002,999.98999,999.98999,0.12000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T08:15:00.000Z,4928.0000,999999.00,999999.00,2.9500000,9999.9902,9999.9902,366.39999,99999.898,99999.898,7.9200001,999.98999,999.98999,0.13000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T08:21:00.000Z,5031.0000,999999.00,999999.00,2.9100001,9999.9902,9999.9902,366.20001,99999.898,99999.898,7.9200001,999.98999,999.98999,0.22000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T08:27:00.000Z,4922.0000,999999.00,999999.00,2.8699999,9999.9902,9999.9902,365.79999,99999.898,99999.898,7.7700000,999.98999,999.98999,0.13000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T08:33:00.000Z,4822.5000,999999.00,999999.00,3.0550001,9999.9902,9999.9902,365.30000,99999.898,99999.898,7.5999999,999.98999,999.98999,0.14500000,99999.992,99999.992,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000
2012-01-01T08:39:00.000Z,4921.0000,999999.00,999999.00,4.0100002,9999.9902,9999.9902,359.70001,99999.898,99999.898,6.7300000,999.98999,999.98999,0.17000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T08:45:00.000Z,4757.0000,999999.00,999999.00,4.6500001,9999.9902,9999.9902,362.39999,99999.898,99999.898,5.9099998,999.98999,999.98999,0.14000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T08:51:00.000Z,4664.0000,999999.00,999999.00,5.0100002,9999.9902,9999.9902,367.79999,99999.898,99999.898,5.6599998,999.98999,999.98999,0.13000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
2012-01-01T08:57:00.000Z,4496.0000,999999.00,999999.00,5.1799998,9999.9902,9999.9902,369.50000,99999.898,99999.898,5.6399999,999.98999,999.98999,0.19000000,99999.992,99999.992,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000
